文章名称,发布时间,对应链接
【土木院】土木院开展“迎建国七十周年，回顾时代变迁” 党委理论学习实践活动 ,2019-04-16 ,http://news.njfu.edu.cn/ybdt/20210517/i216412.html
【艺术院】艺术院持续推进就业精准服务 ,2019-04-15 ,http://news.njfu.edu.cn/ybdt/20210517/i213368.html
【土木院】我校成功举办第九届结构创新竞赛 ,2019-04-15 ,http://news.njfu.edu.cn/ybdt/20210517/i216512.html
【理学院】理学院赴无锡地区开展招生宣传拓展工作 ,2019-04-13 ,http://news.njfu.edu.cn/ybdt/20210517/i216421.html
【土木院】土木院举办2020届毕业生就业动员暨考研指导大会 ,2019-04-12 ,http://news.njfu.edu.cn/ybdt/20210517/i215928.html
【材料院】材料学院组织开展消防安全培训及实操演练 ,2019-04-11 ,http://news.njfu.edu.cn/ybdt/20210517/i213270.html
【学工处】我校辅导员职业能力提升培训班开班 ,2019-04-10 ,http://news.njfu.edu.cn/ybdt/20210517/i216409.html
【化工院】化工学院举办第33期入党积极分子培训班开班典礼 ,2019-04-08 ,http://news.njfu.edu.cn/ybdt/20210517/i216402.html
【土木院】南昌大学建筑工程学院院长一行来我校调研 ,2019-04-08 ,http://news.njfu.edu.cn/ybdt/20210517/i216400.html
【学工处】我校举办“为梦想加速”就业指导服务周活动 ,2019-04-04 ,http://news.njfu.edu.cn/ybdt/20210517/i216386.html
【南方院】南方院举办第五季南方论坛 邀请百位校友返校分享经验 ,2019-04-04 ,http://news.njfu.edu.cn/ybdt/20210517/i216383.html
【校工会】我校召开女高知联谊会换届大会 ,2019-04-04 ,http://news.njfu.edu.cn/ybdt/20210517/i216389.html
【交通院】交通院在第四届江苏大学生交通科技大赛中喜获佳绩 ,2019-04-03 ,http://news.njfu.edu.cn/ybdt/20210517/i216393.html
【土木院】土木工程学院举行2018年度润华奖学金颁奖仪式 ,2019-04-02 ,http://news.njfu.edu.cn/ybdt/20210517/i213238.html
【理学院】理学院召开2019年关工委工作研讨会暨“数值韵研讨社”座谈会 ,2019-04-01 ,http://news.njfu.edu.cn/ybdt/20210517/i216424.html
【校团委】我校举办“樱花行—爱心植物讲解”志愿服务活动 ,2019-04-01 ,http://news.njfu.edu.cn/ybdt/20210517/i213267.html
【生态文化节】【淮安校区】告别白色污染 共创绿色校园 ,2019-03-30 ,http://news.njfu.edu.cn/ybdt/20210517/i216434.html
【外语院】外语院赴南京市中华中学开展招生工作 ,2019-03-29 ,http://news.njfu.edu.cn/ybdt/20210517/i216380.html
【艺术院】艺术设计学院“云水心帆”心理工作坊正式成立 ,2019-03-29 ,http://news.njfu.edu.cn/ybdt/20210517/i213269.html
【土木院】广西科技大学土木建筑学院来我校调研 ,2019-03-29 ,http://news.njfu.edu.cn/ybdt/20210517/i216396.html
【家居院】家居学院举办“与信仰对话”——绘画艺术与青春人生主题报告会 ,2019-03-28 ,http://news.njfu.edu.cn/ybdt/20210517/i213264.html
【淮安校区】淮安校区召开新学期全体教职工大会 ,2019-03-28 ,http://news.njfu.edu.cn/ybdt/20210517/i213316.html
【化工院】化工院与锁金村街道、十三中锁金分校签订文明共建协议 ,2019-03-27 ,http://news.njfu.edu.cn/ybdt/20210517/i216377.html
【化工院】化工院学子带领初中生参与快乐化学互动课堂 ,2019-03-27 ,http://news.njfu.edu.cn/ybdt/20210517/i216375.html
【学工处】我校应邀参加“坚韧之美，你我同行——大学生心理健康教育江苏行”启动仪式 ,2019-03-25 ,http://news.njfu.edu.cn/ybdt/20210517/i213326.html
【土木院】土木院召开全院教职工大会暨绩效工作布置大会 ,2019-03-25 ,http://news.njfu.edu.cn/ybdt/20210517/i213327.html
【土木院】土木院举办“央企青年进校园”职业生涯分享交流会 ,2019-03-25 ,http://news.njfu.edu.cn/ybdt/20210517/i213329.html
【土木院】土木工程学院举办女教职工插花活动 ,2019-03-25 ,http://news.njfu.edu.cn/ybdt/20210517/i216391.html
【化工院】化学工程学院2019届专场招聘会成功举办 ,2019-03-22 ,http://news.njfu.edu.cn/ybdt/20210517/i213333.html
【人文院】我校举办第十七届中国大学生广告艺术节学院奖全国高校巡讲活动 ,2019-03-21 ,http://news.njfu.edu.cn/ybdt/20210517/i213335.html
【化工院】南京林业大学第二届大学生化工设计竞赛决赛成功举办 ,2019-03-21 ,http://news.njfu.edu.cn/ybdt/20210517/i213331.html
【艺术院】艺术院为三位荣休教师举行欢送仪式 ,2019-03-19 ,http://news.njfu.edu.cn/ybdt/20210517/i213337.html
【校团委】我校签约参加团省委“新农菁英” 培育发展计划 ,2019-03-18 ,http://news.njfu.edu.cn/ybdt/20210517/i213343.html
【土木院】土木工程学院赴淮安校区开展专业分流宣讲 ,2019-03-15 ,http://news.njfu.edu.cn/ybdt/20210517/i213324.html
【学工处】我校武装部开展军事课师资培训 ,2019-03-15 ,http://news.njfu.edu.cn/ybdt/20210517/i213318.html
【理学院】“数值韵”研讨社开展数学专题学习研讨活动 ,2019-03-15 ,http://news.njfu.edu.cn/ybdt/20210517/i216405.html
【化工院】化工院召开ESI学科建设暨2019年度绩效目标任务推进会 ,2019-03-14 ,http://news.njfu.edu.cn/ybdt/20210517/i213345.html
【校团委】南林青年接力“苏北计划”14载，助推乡村振兴 ,2019-03-09 ,http://news.njfu.edu.cn/ybdt/20210517/i213348.html
【家居院、土木院】我校学生多彩活动庆祝“女生节” ,2019-03-07 ,http://news.njfu.edu.cn/ybdt/20210517/i213320.html
【国合处】美国明尼苏达大学来校举办学生海外交流项目语言测试 ,2019-03-06 ,http://news.njfu.edu.cn/ybdt/20210517/i213364.html
【土木院】土木工程学院召开2019年新学期工作会议 ,2019-03-06 ,http://news.njfu.edu.cn/ybdt/20210517/i213355.html
【土木院】土木工程学院召开2019年度党支部书记工作会议 ,2019-03-06 ,http://news.njfu.edu.cn/ybdt/20210517/i213357.html
【土木院】土木工程学院与中国交通企业管理协会积极构建 学生职业发展服务平台 ,2019-03-06 ,http://news.njfu.edu.cn/ybdt/20210517/i213361.html
【校团委】“禁毒防艾”校园宣讲会在我校举行 ,2019-03-06 ,http://news.njfu.edu.cn/ybdt/20210517/i213363.html
【土木院】土木学院举办考研复试、调剂技巧专题讲座 ,2019-03-05 ,http://news.njfu.edu.cn/ybdt/20210517/i213366.html
【人文院】人文学院召开2019年工作部署暨绩效工作动员大会 ,2019-03-04 ,http://news.njfu.edu.cn/ybdt/20210517/i213369.html
【材料院】我校被评为“2018年度江苏省建筑产业现代化突出贡献单位” ,2019-01-24 ,http://news.njfu.edu.cn/ybdt/20210517/i213373.html
【学工处】学校慰问双拥共建部队 ,2019-01-20 ,http://news.njfu.edu.cn/ybdt/20210517/i213371.html
【交通院】南京林业大学第11届交通科技大赛暨第4届江苏大学生交通科技大赛选拔赛圆满落... ,2019-01-15 ,http://news.njfu.edu.cn/ybdt/20210517/i213377.html
【离退休处、轻工院】校关工委与轻工学院等联合举办“惠风和畅——迎春送福活动” ,2019-01-11 ,http://news.njfu.edu.cn/ybdt/20210517/i213379.html
【人文院】人文学院召开新闻传播学科对标建设推进会 ,2019-01-10 ,http://news.njfu.edu.cn/ybdt/20210517/i213385.html
【家居院】家居院举办“我们一起走过”——致敬改革开放四十周年摄影绘画大赛 ,2019-01-10 ,http://news.njfu.edu.cn/ybdt/20210517/i213382.html
【生物院】生物与环境学院召开学生工作年度总结暨班主任工作会议 ,2019-01-04 ,http://news.njfu.edu.cn/ybdt/20210517/i213386.html
【人文院】江苏省首届“绿色传播”研究生学术论坛在我校顺利举行 ,2019-01-02 ,http://news.njfu.edu.cn/ybdt/20210517/i213394.html
【化工院】笑林馆相声社与锁金村街道团工委公益共建项目举行授牌仪式 ,2019-01-02 ,http://news.njfu.edu.cn/ybdt/20210517/i213392.html
【艺术院】艺术院何锐鹏同学举办非遗文化个人作品展 ,2019-01-02 ,http://news.njfu.edu.cn/ybdt/20210517/i213395.html
【机电院】机电院师生在第四届全国应用型人才综合技能大赛中荣获多项大奖 ,2018-12-27 ,http://news.njfu.edu.cn/ybdt/20210517/i213418.html
【教务处】全国高校青年教师教学竞赛一等奖获得者康峰来校讲座 ,2018-12-27 ,http://news.njfu.edu.cn/ybdt/20210517/i213416.html
【学工处】我校在江苏省第七届普通高校军事课教师授课竞赛中喜获佳绩 ,2018-12-27 ,http://news.njfu.edu.cn/ybdt/20210517/i213414.html
【组织部】我校2018年下半年党校培训工作圆满结束 ,2018-12-25 ,http://news.njfu.edu.cn/ybdt/20210517/i213397.html
【轻工院】我校协办的中国经济林协会加工利用分会成立大会在京顺利举行 ,2018-12-24 ,http://news.njfu.edu.cn/ybdt/20210517/i213412.html
【国教院】我校亚太森林组织奖学金项目学生参加首届中国-东盟森林旅游合作论坛 ,2018-12-24 ,http://news.njfu.edu.cn/ybdt/20210517/i213410.html
【社科处】我校2项成果获江苏省第十五届哲学社会科学优秀成果奖 ,2018-12-20 ,http://news.njfu.edu.cn/ybdt/20210517/i213405.html
【化工院】多彩团日活动将社会主义核心价值观烙在心上 ,2018-12-20 ,http://news.njfu.edu.cn/ybdt/20210517/i213403.html
【家居院】家居院开展学习“十九大”精神主题党日活动 ,2018-12-20 ,http://news.njfu.edu.cn/ybdt/20210517/i213401.html
【学工处】我校2018级新生心理普测及回访工作圆满完成 ,2018-12-19 ,http://news.njfu.edu.cn/ybdt/20210517/i213409.html
【生物院】我校当选“栎树国家创新联盟”副理事长单位 ,2018-12-18 ,http://news.njfu.edu.cn/ybdt/20210517/i213420.html
【信息院】信息学院举行教育部产学合作协同育人项目授牌仪式 ,2018-12-18 ,http://news.njfu.edu.cn/ybdt/20210517/i213424.html
【体育部】我校在2018年江苏省大学生篮球联赛中取得佳绩 ,2018-12-17 ,http://news.njfu.edu.cn/ybdt/20210517/i213428.html
【学工处】我校举办“育人育心”学生工作心理辅导能力专题讲座 ,2018-12-14 ,http://news.njfu.edu.cn/ybdt/20210517/i213407.html
【研究生院】我校学子获第三届全国林业硕士专业学位研究生优秀学位论文奖 ,2018-12-12 ,http://news.njfu.edu.cn/ybdt/20210517/i213432.html
【研究生院】我校一个教学案例获评全国林业硕士专业学位优秀教学案例 ,2018-12-12 ,http://news.njfu.edu.cn/ybdt/20210517/i213430.html
【经管院】经管院学生在第十七届全国大学生林业经济论坛中获得多个奖项 ,2018-12-11 ,http://news.njfu.edu.cn/ybdt/20210517/i213434.html
【研究生院】我校两名研究生获第五届“工程硕士实习实践优秀成果获得者”荣誉称号 ,2018-12-11 ,http://news.njfu.edu.cn/ybdt/20210517/i213437.html
【学工处】丧·佛系·社会人：陈昌凯副教授“接地气”剖析当代青年心态 ,2018-12-11 ,http://news.njfu.edu.cn/ybdt/20210517/i213422.html
【学工处】我校举行“大学生常见心理障碍的识别与处理”主题讲座 ,2018-12-10 ,http://news.njfu.edu.cn/ybdt/20210517/i213399.html
【外语院】南京师范大学倪传斌教授来外国语学院讲学 ,2018-12-06 ,http://news.njfu.edu.cn/ybdt/20210517/i213441.html
【土木院】土木学院被授权为国际项目管理专业资质认证合作单位 ,2018-12-06 ,http://news.njfu.edu.cn/ybdt/20210517/i213443.html
【土木院】土木院与象山颐养中心共建党员志愿者服务队活动基地 ,2018-12-06 ,http://news.njfu.edu.cn/ybdt/20210517/i213445.html
【化工院】化学工程学院与江苏精禾界面科技有限公司共建“青年就业创业见习”基地 ,2018-12-06 ,http://news.njfu.edu.cn/ybdt/20210517/i213450.html
【分测中心】“中镜科仪”杯首届显微摄影大赛圆满落幕 ,2018-12-06 ,http://news.njfu.edu.cn/ybdt/20210517/i213452.html
【艺术院】艺术院举办第三期“茶言艺语”座谈活动 ,2018-12-05 ,http://news.njfu.edu.cn/ybdt/20210517/i213455.html
【校团委】我校举行“内涵发展背景下的高等教育研究”专题讲座 ,2018-12-04 ,http://news.njfu.edu.cn/ybdt/20210517/i213453.html
【土木院】测绘工程师生党支部开展“不忘初心、星耀北斗”党日活动 ,2018-12-04 ,http://news.njfu.edu.cn/ybdt/20210517/i213435.html
【人文院】校党委第二巡察组巡察人文学院党委工作动员会召开 ,2018-12-04 ,http://news.njfu.edu.cn/ybdt/20210517/i213457.html
【淮安校区】淮安校区举办第二期入党积极分子培训班 ,2018-12-04 ,http://news.njfu.edu.cn/ybdt/20210517/i213461.html
【统战部】我校民主党派统战团体开展“弘扬爱国奋斗精神、建功立业新时代”活动 ,2018-12-03 ,http://news.njfu.edu.cn/ybdt/20210517/i213459.html
【经管院】南京林业大学第十二届模拟面试大赛圆满结束 ,2018-12-03 ,http://news.njfu.edu.cn/ybdt/20210517/i213458.html
【化工院】化工院举行大学生职业生涯规划主题讲座 ,2018-12-03 ,http://news.njfu.edu.cn/ybdt/20210517/i213464.html
【机电院】机电学院赴淮安校区开展“禧遇机电，爱在南林”交流活动 ,2018-12-03 ,http://news.njfu.edu.cn/ybdt/20210517/i213462.html
【化工院】化工院青年志愿者协会举办义务家教进社区开营仪式 ,2018-12-01 ,http://news.njfu.edu.cn/ybdt/20210517/i213438.html
【人文院】副校长缪子梅一行到人文学院调研 ,2018-11-27 ,http://news.njfu.edu.cn/ybdt/20210517/i213472.html
【校团委】奥运冠军陆春龙与我校青年学子畅谈“理想与信仰” ,2018-11-27 ,http://news.njfu.edu.cn/ybdt/20210517/i213474.html
【经管院】经济管理学院第一届研究生学术论坛成功举办 ,2018-11-26 ,http://news.njfu.edu.cn/ybdt/20210517/i213479.html
【经管院】经管院举办庆祝改革开放40周年演讲比赛 ,2018-11-22 ,http://news.njfu.edu.cn/ybdt/20210517/i213614.html
【轻工院】我校举行制浆造纸基金会2018年年会暨奖助学金颁奖大会 ,2018-11-22 ,http://news.njfu.edu.cn/ybdt/20210517/i213762.html
【艺术院】省教育厅“融通并茂——第三届江苏省高校设计作品展”在我校开幕 ,2018-11-21 ,http://news.njfu.edu.cn/ybdt/20210517/i213795.html
【化工院】我校化工院承担的“十三五”国家重点研发计划课题正式启动 ,2018-11-21 ,http://news.njfu.edu.cn/ybdt/20210517/i213831.html
【艺术院】副校长缪子梅带队到艺术院调研 ,2018-11-20 ,http://news.njfu.edu.cn/ybdt/20210517/i213832.html
【期刊部】《Journal of Bioresources and Bioprodu... ,2018-11-20 ,http://news.njfu.edu.cn/ybdt/20210517/i213476.html
【艺术院】艺术院举办第二期“茶言艺语”交流活动 ,2018-11-16 ,http://news.njfu.edu.cn/ybdt/20210517/i214065.html
【化工院】化工学院举办2019年国家自然基金项目申报咨询会 ,2018-11-15 ,http://news.njfu.edu.cn/ybdt/20210517/i214264.html
【人文院】第六届长三角青年传播学者论坛在我校成功举办 ,2018-11-13 ,http://news.njfu.edu.cn/ybdt/20210517/i214620.html
【人文院】人文院举办解放思想大讨论交流会 ,2018-11-10 ,http://news.njfu.edu.cn/ybdt/20210517/i215487.html
【交通院】交通院学子荣获第12届Honda中国节能竞技大赛全国第九名 ,2018-11-07 ,http://news.njfu.edu.cn/ybdt/20210517/i215673.html
【林学院】林学院与芳草园小学举办“探索万物，与大自然为友”植物科普活动 ,2018-11-05 ,http://news.njfu.edu.cn/ybdt/20210517/i215676.html
【化工院】化工院举办2018年“菁化新梦，青春启程”迎新晚会 ,2018-11-05 ,http://news.njfu.edu.cn/ybdt/20210517/i215905.html
【分测中心】现代分析测试中心开展解放思想大讨论活动 ,2018-11-02 ,http://news.njfu.edu.cn/ybdt/20210517/i215921.html
